invoice_id,po_id,vendor_id,invoice_date,due_date,amount,currency,status,payment_terms_days,paid_date
INV-000543,PO-00691,VEND-00090,2024-07-04,2024-09-02,2550.0,USD,Paid,60,2024-08-26
INV-000544,PO-00693,VEND-00128,2023-06-12,2023-08-11,3600,USD,Paid,60,2023-08-10
INV-000545,PO-00694,VEND-00170,2024-07-06,2024-08-05,4100,USD,Disputed,30,
INV-000546,PO-00695,VEND-00138,2024-09-20,2024-11-04,4950.0,USD,Overdue,45,
INV-000547,PO-00696,VEND-00108,2026-02-18,2026-04-19,21500,USD,Paid,60,2026-04-12
INV-000548,PO-00697,VEND-00014,2024-05-14,2024-06-13,4500.0,USD,Paid,30,2024-06-05
INV-000549,PO-00698,VEND-00179,2024-06-22,2024-08-06,5100,USD,Paid,45,2024-07-31
INV-000550,PO-00700,VEND-00015,2023-07-30,2023-08-29,990.0,USD,Paid,30,2023-08-25
INV-000551,PO-00701,VEND-00140,2023-02-12,2023-04-13,4000,USD,Paid,60,2023-04-11
INV-000552,PO-00702,VEND-00120,2024-04-03,2024-05-03,39500,USD,Paid,30,2024-05-01
INV-000553,PO-00703,VEND-00169,2026-02-28,2026-04-14,7900,USD,Paid,45,2026-04-03
INV-000554,PO-00704,VEND-00037,2024-10-16,2024-11-15,2600,USD,Paid,30,2024-11-15
INV-000555,PO-00705,VEND-00170,2023-07-24,2023-08-23,5700,USD,Disputed,30,
INV-000556,PO-00707,VEND-00028,2025-01-06,2025-02-20,7300,USD,Paid,45,2025-02-18
INV-000557,PO-00708,VEND-00085,2024-08-20,2024-10-04,4100,USD,Overdue,45,
INV-000558,PO-00709,VEND-00089,2025-06-30,2025-08-14,10000,USD,Paid,45,2025-08-10
INV-000559,PO-00711,VEND-00036,2025-09-16,2025-10-31,2600,USD,Paid,45,2025-10-31
INV-000560,PO-00713,VEND-00158,2023-09-19,2023-10-19,1320.0,USD,Paid,30,2023-10-19
INV-000561,PO-00715,VEND-00063,2023-07-02,2023-08-16,3900,USD,Overdue,45,
INV-000562,PO-00716,VEND-00112,2024-05-15,2024-07-14,2300,USD,Paid,60,2024-07-11
INV-000563,PO-00717,VEND-00168,2026-03-25,2026-05-09,7000,USD,Pending,45,
INV-000564,PO-00718,VEND-00047,2026-01-24,2026-03-10,17850.0,USD,Disputed,45,
INV-000565,PO-00719,VEND-00065,2025-05-25,2025-07-24,2200,USD,Paid,60,2025-07-19
INV-000566,PO-00720,VEND-00186,2026-02-09,2026-04-10,29400.0,USD,Paid,60,2026-04-06
INV-000567,PO-00722,VEND-00001,2024-09-27,2024-11-26,4800,USD,Paid,60,2024-11-22
INV-000568,PO-00723,VEND-00157,2024-01-28,2024-03-28,4000,USD,Paid,60,2024-03-21
INV-000569,PO-00725,VEND-00034,2023-09-02,2023-10-02,3780.0,USD,Paid,30,2023-09-25
INV-000570,PO-00726,VEND-00152,2025-12-21,2026-02-04,18500,USD,Paid,45,2026-02-01
INV-000571,PO-00727,VEND-00172,2025-09-03,2025-10-18,5500,USD,Paid,45,2025-10-11
INV-000572,PO-00728,VEND-00139,2023-04-25,2023-06-24,43000,USD,Paid,60,2023-06-15
INV-000573,PO-00729,VEND-00168,2023-02-28,2023-04-14,7600,USD,Paid,45,2023-04-10
INV-000574,PO-00730,VEND-00131,2026-04-13,2026-05-28,4000,USD,Pending,45,
INV-000575,PO-00731,VEND-00099,2023-12-25,2024-02-08,7500,USD,Disputed,45,
INV-000576,PO-00732,VEND-00087,2024-01-01,2024-02-15,1400,USD,Paid,45,2024-02-07
INV-000577,PO-00733,VEND-00198,2024-12-08,2025-02-06,233000,USD,Paid,60,2025-02-06
INV-000578,PO-00734,VEND-00111,2026-03-24,2026-05-08,4800,USD,Pending,45,
INV-000579,PO-00736,VEND-00031,2025-09-25,2025-10-25,5100,USD,Paid,30,2025-10-22
INV-000580,PO-00737,VEND-00060,2023-11-29,2024-01-13,50000,USD,Paid,45,2024-01-13
INV-000581,PO-00738,VEND-00046,2023-03-07,2023-04-06,3600,USD,Overdue,30,
INV-000582,PO-00739,VEND-00146,2025-03-08,2025-05-07,800,USD,Paid,60,2025-05-07
INV-000583,PO-00740,VEND-00157,2024-01-20,2024-03-20,204000,USD,Paid,60,2024-03-14
INV-000584,PO-00741,VEND-00132,2025-08-11,2025-09-25,895000,USD,Paid,45,2025-09-24
INV-000585,PO-00743,VEND-00189,2025-12-26,2026-01-25,6200,USD,Paid,30,2026-01-19
INV-000586,PO-00744,VEND-00098,2023-03-24,2023-05-23,6100,USD,Paid,60,2023-05-22
INV-000587,PO-00745,VEND-00071,2025-12-17,2026-01-31,7600,USD,Paid,45,2026-01-24
INV-000588,PO-00746,VEND-00172,2023-07-14,2023-08-28,4800,USD,Paid,45,2023-08-27
INV-000589,PO-00747,VEND-00140,2023-08-25,2023-10-24,2900,USD,Overdue,60,
INV-000590,PO-00748,VEND-00091,2025-08-31,2025-10-30,5100,USD,Disputed,60,
INV-000591,PO-00749,VEND-00040,2023-12-24,2024-01-23,760000,USD,Paid,30,2024-01-14
INV-000592,PO-00750,VEND-00047,2025-05-22,2025-07-06,43500,USD,Paid,45,2025-06-30
INV-000593,PO-00752,VEND-00036,2024-07-06,2024-08-20,3600,USD,Overdue,45,
INV-000594,PO-00753,VEND-00062,2026-02-17,2026-04-03,7300,USD,Paid,45,2026-04-03
INV-000595,PO-00754,VEND-00043,2025-06-29,2025-08-28,1100,USD,Paid,60,2025-08-24
INV-000596,PO-00755,VEND-00044,2026-03-06,2026-04-20,5500,USD,Paid,45,2026-04-12
INV-000597,PO-00756,VEND-00129,2024-02-11,2024-03-12,22750.0,USD,Paid,30,2024-03-11
INV-000598,PO-00757,VEND-00056,2026-02-22,2026-03-24,2300,USD,Paid,30,2026-03-20
INV-000599,PO-00758,VEND-00110,2023-04-24,2023-05-24,44500,USD,Paid,30,2023-05-18
INV-000600,PO-00759,VEND-00012,2024-04-17,2024-05-17,7400,USD,Paid,30,2024-05-13
INV-000601,PO-00760,VEND-00132,2025-01-15,2025-03-01,1400,USD,Paid,45,2025-02-24
INV-000602,PO-00762,VEND-00132,2024-05-20,2024-07-04,6500,USD,Overdue,45,
INV-000603,PO-00764,VEND-00166,2025-06-05,2025-07-20,600,USD,Paid,45,2025-07-14
INV-000604,PO-00765,VEND-00003,2023-11-13,2023-12-28,5800,USD,Paid,45,2023-12-24
INV-000605,PO-00766,VEND-00170,2023-11-21,2023-12-21,7500,USD,Overdue,30,
INV-000606,PO-00767,VEND-00124,2024-07-18,2024-09-16,1620.0,USD,Overdue,60,
INV-000607,PO-00768,VEND-00053,2025-11-21,2026-01-05,7200,USD,Paid,45,2026-01-02
INV-000608,PO-00770,VEND-00152,2023-02-08,2023-03-25,1000,USD,Paid,45,2023-03-22
INV-000609,PO-00771,VEND-00192,2026-04-17,2026-05-17,7200,USD,Paid,30,2026-05-12
INV-000610,PO-00772,VEND-00048,2026-04-10,2026-05-25,6800,USD,Pending,45,
INV-000611,PO-00773,VEND-00105,2025-11-14,2025-12-14,198000,USD,Paid,30,2025-12-07
INV-000612,PO-00774,VEND-00179,2024-11-16,2024-12-31,7700,USD,Paid,45,2024-12-22
INV-000613,PO-00775,VEND-00013,2024-08-21,2024-09-20,3200,USD,Paid,30,2024-09-12
INV-000614,PO-00777,VEND-00166,2023-05-22,2023-07-06,800,USD,Paid,45,2023-06-25
INV-000615,PO-00778,VEND-00009,2024-10-16,2024-12-15,31500,USD,Paid,60,2024-12-04
INV-000616,PO-00779,VEND-00005,2025-04-18,2025-06-02,7300,USD,Paid,45,2025-06-02
INV-000617,PO-00780,VEND-00094,2024-04-10,2024-05-10,26500,USD,Paid,30,2024-05-10
INV-000618,PO-00781,VEND-00102,2024-04-05,2024-05-05,22000,USD,Paid,30,2024-04-26
INV-000619,PO-00782,VEND-00109,2026-03-18,2026-05-17,1800,USD,Paid,60,2026-05-17
INV-000620,PO-00783,VEND-00043,2023-01-29,2023-03-30,1680.0,USD,Paid,60,2023-03-27
INV-000621,PO-00784,VEND-00186,2025-08-06,2025-10-05,210000,USD,Paid,60,2025-10-05
INV-000622,PO-00785,VEND-00003,2024-03-05,2024-05-04,11500,USD,Paid,60,2024-04-27
INV-000623,PO-00786,VEND-00075,2024-09-23,2024-11-22,4500,USD,Paid,60,2024-11-17
INV-000624,PO-00787,VEND-00121,2025-06-29,2025-08-28,27500,USD,Paid,60,2025-08-21
INV-000625,PO-00788,VEND-00001,2026-03-27,2026-05-26,134000,USD,Pending,60,
INV-000626,PO-00789,VEND-00020,2025-04-11,2025-06-10,3300.0,USD,Paid,60,2025-06-01
INV-000627,PO-00790,VEND-00059,2023-02-04,2023-03-06,4000,USD,Paid,30,2023-02-24
INV-000628,PO-00791,VEND-00033,2024-10-05,2024-12-04,6100,USD,Paid,60,2024-12-04
INV-000629,PO-00793,VEND-00006,2023-10-09,2023-11-08,33500,USD,Overdue,30,
INV-000630,PO-00797,VEND-00053,2025-10-13,2025-11-27,1600,USD,Paid,45,2025-11-17
INV-000631,PO-00798,VEND-00017,2024-05-21,2024-07-05,28000,USD,Paid,45,2024-07-01
INV-000632,PO-00799,VEND-00116,2025-11-30,2026-01-14,217000,USD,Overdue,45,
INV-000633,PO-00800,VEND-00101,2023-12-28,2024-01-27,56000,USD,Paid,30,2024-01-25
INV-000634,PO-00801,VEND-00163,2023-01-30,2023-03-16,810.0,USD,Disputed,45,
INV-000635,PO-00802,VEND-00128,2026-03-11,2026-05-10,4100,USD,Pending,60,
INV-000636,PO-00804,VEND-00073,2025-11-27,2026-01-11,24500,USD,Overdue,45,
INV-000637,PO-00805,VEND-00124,2025-05-28,2025-07-27,565000,USD,Paid,60,2025-07-19
INV-000638,PO-00807,VEND-00165,2025-03-31,2025-05-30,21000,USD,Paid,60,2025-05-22
INV-000639,PO-00808,VEND-00099,2023-09-08,2023-10-23,5200,USD,Paid,45,2023-10-21
INV-000640,PO-00812,VEND-00006,2023-03-27,2023-04-26,5000,USD,Disputed,30,
INV-000641,PO-00815,VEND-00166,2024-08-13,2024-09-27,18500,USD,Paid,45,2024-09-27
INV-000642,PO-00816,VEND-00008,2024-08-31,2024-10-15,8550.0,USD,Paid,45,2024-10-04
INV-000643,PO-00817,VEND-00126,2026-01-11,2026-03-12,6100,USD,Paid,60,2026-03-01
INV-000644,PO-00818,VEND-00198,2024-01-07,2024-03-07,7900,USD,Paid,60,2024-03-01
INV-000645,PO-00819,VEND-00167,2024-03-02,2024-04-01,900.0,USD,Paid,30,2024-03-30
INV-000646,PO-00820,VEND-00121,2026-03-21,2026-05-20,700000,USD,Pending,60,
INV-000647,PO-00821,VEND-00009,2024-01-27,2024-02-26,5600,USD,Paid,30,2024-02-20
INV-000648,PO-00822,VEND-00083,2025-07-30,2025-08-29,1700,USD,Paid,30,2025-08-22
INV-000649,PO-00824,VEND-00167,2025-07-19,2025-08-18,5300,USD,Disputed,30,
INV-000650,PO-00825,VEND-00046,2024-03-25,2024-05-24,35500,USD,Paid,60,2024-05-12
INV-000651,PO-00827,VEND-00139,2026-02-11,2026-04-12,7000,USD,Paid,60,2026-03-31
INV-000652,PO-00828,VEND-00048,2024-03-24,2024-05-08,21700.0,USD,Overdue,45,
INV-000653,PO-00829,VEND-00090,2023-04-30,2023-06-29,5800,USD,Paid,60,2023-06-29
INV-000654,PO-00830,VEND-00113,2025-01-01,2025-02-15,4700,USD,Paid,45,2025-02-11
INV-000655,PO-00832,VEND-00193,2025-05-13,2025-06-12,36500,USD,Paid,30,2025-06-12
INV-000656,PO-00833,VEND-00156,2023-06-10,2023-08-09,33000,USD,Disputed,60,
INV-000657,PO-00834,VEND-00133,2024-01-31,2024-03-16,54000,USD,Paid,45,2024-03-06
INV-000658,PO-00835,VEND-00029,2023-02-19,2023-03-21,4400,USD,Paid,30,2023-03-21
INV-000659,PO-00836,VEND-00190,2023-12-27,2024-01-26,22500,USD,Disputed,30,
INV-000660,PO-00837,VEND-00129,2023-08-30,2023-09-29,2700,USD,Paid,30,2023-09-27
INV-000661,PO-00838,VEND-00175,2026-03-25,2026-05-09,600,USD,Paid,45,2026-05-03
INV-000662,PO-00840,VEND-00171,2025-11-09,2026-01-08,67200.0,USD,Paid,60,2026-01-06
INV-000663,PO-00842,VEND-00043,2025-06-18,2025-08-17,21500,USD,Paid,60,2025-08-05
INV-000664,PO-00844,VEND-00087,2024-11-09,2024-12-24,231000,USD,Paid,45,2024-12-18
INV-000665,PO-00845,VEND-00100,2024-12-16,2025-02-14,186000,USD,Paid,60,2025-02-05
INV-000666,PO-00846,VEND-00013,2026-03-11,2026-05-10,7600,USD,Pending,60,
INV-000667,PO-00847,VEND-00185,2026-04-12,2026-05-27,1000,USD,Pending,45,
INV-000668,PO-00848,VEND-00038,2025-02-17,2025-04-03,8000,USD,Overdue,45,
INV-000669,PO-00849,VEND-00084,2024-03-20,2024-05-19,29000,USD,Disputed,60,
INV-000670,PO-00850,VEND-00059,2024-01-17,2024-03-17,5400,USD,Paid,60,2024-03-09
INV-000671,PO-00851,VEND-00185,2024-12-17,2025-01-31,4800,USD,Paid,45,2025-01-30
INV-000672,PO-00852,VEND-00019,2025-06-13,2025-07-13,4480.0,USD,Paid,30,2025-07-12
INV-000673,PO-00853,VEND-00186,2025-07-12,2025-09-10,840.0,USD,Paid,60,2025-09-05
INV-000674,PO-00854,VEND-00087,2024-10-09,2024-11-23,700,USD,Paid,45,2024-11-22
INV-000675,PO-00855,VEND-00081,2026-01-15,2026-02-14,18500,USD,Disputed,30,
INV-000676,PO-00856,VEND-00010,2023-05-12,2023-06-26,3050.0,USD,Paid,45,2023-06-17
INV-000677,PO-00857,VEND-00101,2023-07-18,2023-08-17,4100,USD,Paid,30,2023-08-14
INV-000678,PO-00859,VEND-00134,2023-12-01,2024-01-30,2940.0,USD,Paid,60,2024-01-30
INV-000679,PO-00860,VEND-00012,2025-09-24,2025-10-24,2200,USD,Paid,30,2025-10-14
INV-000680,PO-00861,VEND-00117,2024-10-22,2024-12-21,5700,USD,Paid,60,2024-12-15
INV-000681,PO-00862,VEND-00121,2026-03-08,2026-05-07,11500,USD,Pending,60,
INV-000682,PO-00863,VEND-00082,2024-10-06,2024-11-20,2650.0,USD,Paid,45,2024-11-16
INV-000683,PO-00864,VEND-00002,2025-07-11,2025-08-10,4500,USD,Paid,30,2025-08-02
INV-000684,PO-00866,VEND-00173,2024-11-22,2025-01-06,163000,USD,Paid,45,2025-01-05
INV-000685,PO-00867,VEND-00188,2024-12-16,2025-01-15,4800,USD,Disputed,30,
INV-000686,PO-00868,VEND-00077,2023-12-15,2024-01-29,38500,USD,Overdue,45,
INV-000687,PO-00869,VEND-00133,2025-04-14,2025-05-29,6300,USD,Overdue,45,
INV-000688,PO-00870,VEND-00108,2024-09-09,2024-11-08,4900,USD,Paid,60,2024-10-31
INV-000689,PO-00871,VEND-00108,2023-10-13,2023-12-12,5800,USD,Paid,60,2023-12-03
INV-000690,PO-00872,VEND-00090,2023-02-10,2023-04-11,7700,USD,Paid,60,2023-04-04
INV-000691,PO-00873,VEND-00197,2026-01-31,2026-04-01,2000.0,USD,Paid,60,2026-03-28
INV-000692,PO-00874,VEND-00192,2023-08-23,2023-09-22,3000,USD,Paid,30,2023-09-15
INV-000693,PO-00875,VEND-00077,2023-01-29,2023-03-15,116000,USD,Paid,45,2023-03-11
INV-000694,PO-00877,VEND-00135,2024-12-28,2025-02-11,17500,USD,Paid,45,2025-02-04
INV-000695,PO-00878,VEND-00162,2026-02-24,2026-03-26,6400,USD,Paid,30,2026-03-16
INV-000696,PO-00879,VEND-00089,2025-12-22,2026-02-20,5900,USD,Paid,60,2026-02-19
INV-000697,PO-00881,VEND-00077,2024-05-19,2024-07-03,2700.0,USD,Paid,45,2024-07-03
INV-000698,PO-00882,VEND-00157,2026-02-05,2026-04-06,480.0,USD,Paid,60,2026-04-01
INV-000699,PO-00883,VEND-00196,2025-01-16,2025-03-17,1700,USD,Paid,60,2025-03-09
INV-000700,PO-00884,VEND-00112,2024-07-16,2024-09-14,45500,USD,Paid,60,2024-09-13
INV-000701,PO-00885,VEND-00147,2025-11-12,2026-01-11,2310.0,USD,Paid,60,2026-01-04
INV-000702,PO-00886,VEND-00040,2025-10-01,2025-10-31,11500,USD,Paid,30,2025-10-22
INV-000703,PO-00889,VEND-00194,2023-10-23,2023-12-07,6700,USD,Paid,45,2023-12-06
INV-000704,PO-00891,VEND-00157,2023-04-14,2023-06-13,110000,USD,Paid,60,2023-06-06
INV-000705,PO-00894,VEND-00144,2025-04-30,2025-06-14,7000,USD,Paid,45,2025-06-12
INV-000706,PO-00896,VEND-00179,2024-06-07,2024-07-22,700,USD,Disputed,45,
INV-000707,PO-00898,VEND-00006,2026-04-04,2026-05-04,7300,USD,Paid,30,2026-04-29
INV-000708,PO-00899,VEND-00080,2025-09-05,2025-11-04,10500,USD,Paid,60,2025-11-02
INV-000709,PO-00900,VEND-00047,2025-09-10,2025-10-25,27300.0,USD,Paid,45,2025-10-24
INV-000710,PO-00901,VEND-00029,2026-03-22,2026-04-21,46500,USD,Pending,30,
INV-000711,PO-00902,VEND-00146,2025-08-15,2025-10-14,3290.0,USD,Overdue,60,
INV-000712,PO-00904,VEND-00075,2025-02-14,2025-04-15,3200,USD,Overdue,60,
INV-000713,PO-00906,VEND-00167,2025-07-19,2025-09-17,1900,USD,Paid,60,2025-09-13
INV-000714,PO-00909,VEND-00076,2025-01-21,2025-03-22,56000,USD,Disputed,60,
INV-000715,PO-00910,VEND-00110,2024-03-22,2024-04-21,1710.0,USD,Paid,30,2024-04-17
INV-000716,PO-00911,VEND-00094,2024-11-06,2024-12-06,2030.0,USD,Paid,30,2024-12-01
INV-000717,PO-00913,VEND-00049,2025-08-15,2025-09-29,1300,USD,Paid,45,2025-09-27
INV-000718,PO-00914,VEND-00071,2023-06-10,2023-07-25,1800,USD,Disputed,45,
INV-000719,PO-00916,VEND-00127,2024-05-19,2024-07-18,4950.0,USD,Paid,60,2024-07-17
INV-000720,PO-00917,VEND-00053,2024-11-04,2024-12-19,3900,USD,Paid,45,2024-12-07
INV-000721,PO-00918,VEND-00101,2024-02-09,2024-03-10,35000,USD,Overdue,30,
INV-000722,PO-00919,VEND-00157,2023-08-11,2023-10-10,22500,USD,Overdue,60,
INV-000723,PO-00920,VEND-00158,2025-04-22,2025-05-22,71000,USD,Paid,30,2025-05-11
INV-000724,PO-00923,VEND-00155,2024-10-29,2024-12-13,33500,USD,Paid,45,2024-12-06
INV-000725,PO-00924,VEND-00141,2024-07-15,2024-08-14,36000,USD,Paid,30,2024-08-12
INV-000726,PO-00925,VEND-00052,2025-05-24,2025-07-23,2000.0,USD,Overdue,60,
INV-000727,PO-00928,VEND-00177,2024-08-04,2024-10-03,6300,USD,Paid,60,2024-09-24
INV-000728,PO-00929,VEND-00119,2026-03-27,2026-05-26,39500,USD,Pending,60,
INV-000729,PO-00931,VEND-00090,2023-03-15,2023-05-14,7300,USD,Paid,60,2023-05-11
INV-000730,PO-00932,VEND-00001,2025-11-29,2026-01-28,1100,USD,Paid,60,2026-01-18
INV-000731,PO-00933,VEND-00086,2023-10-06,2023-11-05,8500,USD,Paid,30,2023-11-05
INV-000732,PO-00934,VEND-00061,2023-07-11,2023-09-09,86000,USD,Paid,60,2023-09-02
INV-000733,PO-00935,VEND-00192,2024-03-13,2024-04-12,1900,USD,Paid,30,2024-04-08
INV-000734,PO-00936,VEND-00100,2025-04-23,2025-06-22,147000,USD,Paid,60,2025-06-14
INV-000735,PO-00937,VEND-00192,2025-05-12,2025-06-11,7000,USD,Paid,30,2025-06-11
INV-000736,PO-00939,VEND-00069,2023-04-03,2023-05-03,5800,USD,Paid,30,2023-04-22
INV-000737,PO-00940,VEND-00130,2025-09-08,2025-10-23,950.0,USD,Paid,45,2025-10-17
INV-000738,PO-00941,VEND-00175,2023-02-13,2023-03-30,3360.0,USD,Paid,45,2023-03-30
INV-000739,PO-00942,VEND-00017,2025-03-05,2025-04-19,7600,USD,Paid,45,2025-04-10
INV-000740,PO-00943,VEND-00024,2025-01-25,2025-03-26,5200,USD,Paid,60,2025-03-18
INV-000741,PO-00944,VEND-00195,2023-03-13,2023-05-12,660000,USD,Paid,60,2023-05-11
INV-000742,PO-00945,VEND-00104,2025-03-31,2025-04-30,35500,USD,Paid,30,2025-04-29
INV-000743,PO-00946,VEND-00148,2025-05-12,2025-07-11,800,USD,Paid,60,2025-07-01
INV-000744,PO-00947,VEND-00003,2023-05-09,2023-07-08,4200,USD,Paid,60,2023-07-07
INV-000745,PO-00948,VEND-00007,2025-10-19,2025-11-18,5600,USD,Paid,30,2025-11-08
INV-000746,PO-00949,VEND-00002,2024-01-10,2024-02-24,3900,USD,Overdue,45,
INV-000747,PO-00950,VEND-00153,2025-01-09,2025-02-08,10500,USD,Paid,30,2025-02-03
INV-000748,PO-00951,VEND-00132,2025-08-25,2025-10-09,181000,USD,Paid,45,2025-10-06
INV-000749,PO-00954,VEND-00102,2024-05-23,2024-06-22,28500,USD,Paid,30,2024-06-10
INV-000750,PO-00955,VEND-00105,2024-02-26,2024-03-27,49000,USD,Overdue,30,
INV-000751,PO-00956,VEND-00138,2025-06-07,2025-07-22,1400,USD,Paid,45,2025-07-15
INV-000752,PO-00957,VEND-00146,2025-06-05,2025-08-04,14500,USD,Paid,60,2025-07-28
INV-000753,PO-00958,VEND-00126,2023-10-26,2023-12-25,36000,USD,Paid,60,2023-12-15
INV-000754,PO-00960,VEND-00016,2024-02-10,2024-03-11,7000.0,USD,Paid,30,2024-03-01
INV-000755,PO-00962,VEND-00103,2025-07-20,2025-09-03,7200,USD,Paid,45,2025-08-27
INV-000756,PO-00963,VEND-00071,2025-07-20,2025-09-03,380000.0,USD,Paid,45,2025-09-03
INV-000757,PO-00964,VEND-00153,2025-04-21,2025-05-21,39500,USD,Paid,30,2025-05-09
INV-000758,PO-00965,VEND-00051,2024-06-14,2024-08-13,7800,USD,Paid,60,2024-08-11
INV-000759,PO-00966,VEND-00159,2024-04-07,2024-05-07,3300,USD,Paid,30,2024-05-03
INV-000760,PO-00967,VEND-00017,2024-12-08,2025-01-22,2700,USD,Overdue,45,
INV-000761,PO-00968,VEND-00139,2023-07-20,2023-09-18,4200,USD,Overdue,60,
INV-000762,PO-00969,VEND-00145,2023-11-21,2024-01-20,50000,USD,Paid,60,2024-01-17
INV-000763,PO-00972,VEND-00171,2024-08-22,2024-09-21,28000.0,USD,Paid,30,2024-09-10
INV-000764,PO-00973,VEND-00145,2023-09-06,2023-11-05,7600,USD,Paid,60,2023-10-28
INV-000765,PO-00974,VEND-00172,2024-05-25,2024-07-09,193000,USD,Paid,45,2024-06-29
INV-000766,PO-00975,VEND-00043,2024-11-20,2025-01-19,8000,USD,Paid,60,2025-01-11
INV-000767,PO-00976,VEND-00186,2024-06-29,2024-08-28,510.0,USD,Paid,60,2024-08-17
INV-000768,PO-00977,VEND-00158,2023-02-13,2023-03-15,14000,USD,Paid,30,2023-03-13
INV-000769,PO-00978,VEND-00120,2023-11-26,2023-12-26,15500,USD,Overdue,30,
INV-000770,PO-00979,VEND-00137,2023-12-05,2024-01-19,7500,USD,Paid,45,2024-01-11
INV-000771,PO-00983,VEND-00027,2025-02-28,2025-04-29,28000,USD,Paid,60,2025-04-18
INV-000772,PO-00984,VEND-00064,2023-06-08,2023-08-07,2340.0,USD,Paid,60,2023-07-28
INV-000773,PO-00985,VEND-00140,2024-12-01,2025-01-30,10500,USD,Paid,60,2025-01-23
INV-000774,PO-00986,VEND-00120,2025-12-30,2026-01-29,20500,USD,Paid,30,2026-01-26
INV-000775,PO-00987,VEND-00061,2023-07-12,2023-09-10,2400.0,USD,Paid,60,2023-09-10
INV-000776,PO-00988,VEND-00154,2023-05-15,2023-07-14,3000,USD,Paid,60,2023-07-14
INV-000777,PO-00989,VEND-00186,2025-05-18,2025-07-17,8000,USD,Overdue,60,
INV-000778,PO-00990,VEND-00107,2024-05-12,2024-06-11,33500,USD,Paid,30,2024-05-31
INV-000779,PO-00991,VEND-00084,2024-06-17,2024-08-16,221000,USD,Overdue,60,
INV-000780,PO-00992,VEND-00107,2024-08-18,2024-09-17,181000,USD,Paid,30,2024-09-13
INV-000781,PO-00993,VEND-00071,2025-11-12,2025-12-27,37000,USD,Paid,45,2025-12-19
INV-000782,PO-00994,VEND-00181,2024-06-30,2024-08-14,22050.0,USD,Paid,45,2024-08-05
INV-000783,PO-00995,VEND-00141,2025-05-24,2025-07-08,5600,USD,Paid,45,2025-06-26
INV-000784,PO-00996,VEND-00173,2025-08-11,2025-09-25,8000,USD,Paid,45,2025-09-25
INV-000785,PO-00997,VEND-00008,2023-06-19,2023-08-03,109000,USD,Paid,45,2023-07-29
INV-000786,PO-00999,VEND-00002,2024-06-13,2024-07-13,6700,USD,Paid,30,2024-07-02
INV-000787,PO-01000,VEND-00107,2026-03-28,2026-04-27,2700,USD,Pending,30,
INV-000788,PO-01001,VEND-00113,2023-12-19,2024-02-02,23500,USD,Paid,45,2024-01-21
INV-000789,PO-01002,VEND-00010,2025-11-22,2026-01-21,225000,USD,Paid,60,2026-01-18
INV-000790,PO-01003,VEND-00168,2023-09-20,2023-11-04,211000,USD,Paid,45,2023-11-04
INV-000791,PO-01004,VEND-00198,2023-11-24,2024-01-23,3400,USD,Paid,60,2024-01-20
INV-000792,PO-01005,VEND-00141,2024-04-15,2024-05-30,4200,USD,Paid,45,2024-05-18
INV-000793,PO-01006,VEND-00037,2025-12-06,2026-01-05,3750.0,USD,Paid,30,2026-01-03
INV-000794,PO-01007,VEND-00148,2023-01-10,2023-03-11,3200,USD,Paid,60,2023-03-08
INV-000795,PO-01008,VEND-00043,2025-09-24,2025-11-23,16500,USD,Paid,60,2025-11-16
INV-000796,PO-01009,VEND-00111,2025-05-07,2025-06-21,1100,USD,Disputed,45,
INV-000797,PO-01010,VEND-00119,2024-08-31,2024-09-30,4400,USD,Paid,30,2024-09-28
INV-000798,PO-01011,VEND-00113,2023-02-23,2023-04-09,198000,USD,Paid,45,2023-03-30
INV-000799,PO-01012,VEND-00015,2025-08-26,2025-09-25,6200,USD,Paid,30,2025-09-25
INV-000800,PO-01013,VEND-00181,2025-01-15,2025-03-01,460000,USD,Paid,45,2025-02-28
INV-000801,PO-01015,VEND-00046,2026-04-16,2026-05-16,19600.0,USD,Pending,30,
INV-000802,PO-01016,VEND-00185,2023-07-14,2023-08-28,29500,USD,Paid,45,2023-08-25
INV-000803,PO-01017,VEND-00136,2025-06-04,2025-08-03,15500,USD,Disputed,60,
INV-000804,PO-01018,VEND-00113,2023-10-18,2023-12-02,600,USD,Paid,45,2023-11-26
INV-000805,PO-01021,VEND-00139,2024-02-21,2024-04-21,2800,USD,Paid,60,2024-04-17
INV-000806,PO-01022,VEND-00176,2026-03-06,2026-05-05,700,USD,Pending,60,
INV-000807,PO-01023,VEND-00192,2025-05-22,2025-06-21,5900,USD,Paid,30,2025-06-15
INV-000808,PO-01024,VEND-00186,2025-04-02,2025-06-01,1300,USD,Paid,60,2025-05-31
INV-000809,PO-01025,VEND-00076,2023-04-01,2023-05-31,3600,USD,Paid,60,2023-05-25
INV-000810,PO-01026,VEND-00165,2024-08-30,2024-10-29,3300,USD,Paid,60,2024-10-17
INV-000811,PO-01027,VEND-00147,2024-03-01,2024-04-30,28000.0,USD,Paid,60,2024-04-21
INV-000812,PO-01028,VEND-00200,2026-04-14,2026-05-14,1740.0,USD,Paid,30,2026-05-11
INV-000813,PO-01029,VEND-00169,2023-11-30,2024-01-14,22500,USD,Paid,45,2024-01-11
INV-000814,PO-01030,VEND-00033,2025-05-09,2025-07-08,2800,USD,Paid,60,2025-07-08
INV-000815,PO-01031,VEND-00039,2025-07-15,2025-09-13,5700,USD,Paid,60,2025-09-03
