po_id,vendor_id,contract_id,department_id,po_date,line_description,total_amount,currency,status,requestor_name,approval_level
PO-00978,VEND-00120,,DEPT-012,2023-11-18,Ergonomics,15500,USD,Closed,Claire Benoit,VP
PO-00979,VEND-00137,,DEPT-014,2023-10-26,Quarterly office supplies replen,7500,USD,Received,Aditi Shah,Dept Head
PO-00980,VEND-00145,,DEPT-010,2023-10-21,Warehousing month,54000,USD,Closed,Devon Parker,CFO
PO-00981,VEND-00154,,DEPT-015,2023-02-24,Corporate travel management fee,1700,USD,Received,Cesar Ruiz,Dept Head
PO-00982,VEND-00041,CTR-0021,DEPT-016,2025-08-22,Specialist placement,33500,USD,Cancelled,Julia Hwang,VP
PO-00983,VEND-00027,,DEPT-018,2025-02-23,Quarterly office supplies replen,28000,USD,Received,Claire Benoit,VP
PO-00984,VEND-00064,,DEPT-018,2023-05-20,DR storage tier,7800,USD,Open,Devon Parker,Dept Head
PO-00985,VEND-00140,,DEPT-010,2024-11-02,Toll-free services,10500,USD,Closed,Priya Raman,VP
PO-00986,VEND-00120,,DEPT-003,2025-11-29,Breakroom supplies,20500,USD,Closed,Peter Chen,VP
PO-00987,VEND-00061,,DEPT-013,2023-05-30,Toll-free services,8000,USD,Received,Devon Parker,Dept Head
PO-00988,VEND-00154,,DEPT-014,2023-05-04,Annual SKO travel,3000,USD,Open,Samira Okafor,Dept Head
PO-00989,VEND-00186,,DEPT-019,2025-05-04,DR storage tier,8000,USD,Closed,Julia Hwang,Dept Head
PO-00990,VEND-00107,,DEPT-002,2024-05-02,Laptop refresh batch,33500,USD,Received,Ingrid Voss,VP
PO-00991,VEND-00084,CTR-0041,DEPT-013,2024-06-13,Last-mile delivery,221000,USD,Closed,Sasha Mwangi,CFO
PO-00992,VEND-00107,,DEPT-010,2024-07-13,Monitors and peripherals,181000,USD,Closed,Robin Park,CFO
PO-00993,VEND-00071,,DEPT-015,2025-10-09,Reserved capacity,37000,USD,Open,Cesar Ruiz,VP
PO-00994,VEND-00181,,DEPT-020,2024-06-08,Seat expansion QQ1,31500,USD,Closed,Luis Ortega,VP
PO-00995,VEND-00141,,DEPT-010,2025-05-15,Cleaning services month,5600,USD,Closed,Alex Rivera,Dept Head
PO-00996,VEND-00173,CTR-0072,DEPT-003,2025-07-30,Ergonomics,8000,USD,Received,Lena Brooks,Dept Head
PO-00997,VEND-00008,CTR-0008,DEPT-016,2023-06-15,Ergonomics,109000,USD,Received,Devon Parker,CFO
PO-00998,VEND-00047,CTR-0078,DEPT-009,2025-08-16,Advisory engagement,23500,USD,Cancelled,Samira Okafor,VP
PO-00999,VEND-00002,CTR-0002,DEPT-008,2024-05-09,Platform support,6700,USD,Closed,Peter Chen,Dept Head
PO-01000,VEND-00107,,DEPT-006,2026-02-15,Networking gear,2700,USD,Closed,Marco Alvarez,Dept Head
PO-01001,VEND-00113,,DEPT-006,2023-12-15,Litigation retainer,23500,USD,Received,Jamie Chen,VP
PO-01002,VEND-00010,,DEPT-001,2025-10-11,Process transformation SOW,225000,USD,Closed,Peter Chen,CFO
PO-01003,VEND-00168,,DEPT-020,2023-08-12,Contract engineer placement,211000,USD,Received,Cesar Ruiz,CFO
PO-01004,VEND-00198,CTR-0026,DEPT-016,2023-11-08,Freight LTL lane,3400,USD,Closed,Ingrid Voss,Dept Head
PO-01005,VEND-00141,,DEPT-016,2024-03-04,HVAC maintenance,4200,USD,Closed,Peter Chen,Dept Head
PO-01006,VEND-00037,CTR-0071,DEPT-009,2025-11-29,Conference travel,7500,USD,Closed,Priya Raman,Dept Head
PO-01007,VEND-00148,CTR-0068,DEPT-002,2023-01-01,Security services,3200,USD,Closed,Alex Rivera,Dept Head
PO-01008,VEND-00043,,DEPT-001,2025-08-19,Toll-free services,16500,USD,Received,Derek Yoon,VP
PO-01009,VEND-00111,,DEPT-017,2025-05-01,Assessment phase,1100,USD,Received,Naomi Weiss,Dept Head
PO-01010,VEND-00119,CTR-0049,DEPT-011,2024-07-21,Events travel block,4400,USD,Open,Lena Brooks,Dept Head
PO-01011,VEND-00113,,DEPT-015,2023-02-06,IP counsel hours,198000,USD,Closed,Aditi Shah,CFO
PO-01012,VEND-00015,CTR-0015,DEPT-005,2025-07-21,Media buy,6200,USD,Received,Lena Brooks,Dept Head
PO-01013,VEND-00181,,DEPT-008,2024-12-23,Add-on modules,460000,USD,Closed,Owen Marsh,CEO
PO-01014,VEND-00134,,DEPT-012,2023-12-26,Platform support,1200,USD,Cancelled,Alex Rivera,Dept Head
PO-01015,VEND-00046,CTR-0034,DEPT-012,2026-03-17,Security services,28000,USD,Closed,Peter Chen,VP
PO-01016,VEND-00185,,DEPT-016,2023-06-30,Warehousing month,29500,USD,Open,Tomas Kellerman,VP
PO-01017,VEND-00136,,DEPT-008,2025-05-17,Implementation sprint,15500,USD,Closed,Cesar Ruiz,VP
PO-01018,VEND-00113,,DEPT-008,2023-09-08,Contracts review package,600,USD,Received,Harish Patel,Dept Head
PO-01019,VEND-00112,,DEPT-017,2023-12-02,Assessment phase,3300,USD,Closed,Peter Chen,Dept Head
PO-01020,VEND-00049,,DEPT-010,2026-04-06,Compliance advisory,1500,USD,Cancelled,Devon Parker,Dept Head
PO-01021,VEND-00139,,DEPT-007,2024-02-01,HVAC maintenance,2800,USD,Closed,Marco Alvarez,Dept Head
PO-01022,VEND-00176,,DEPT-009,2026-02-20,DR storage tier,700,USD,Open,Samira Okafor,Dept Head
PO-01023,VEND-00192,,DEPT-018,2025-04-28,Freight LTL lane,5900,USD,Closed,Robin Park,Dept Head
PO-01024,VEND-00186,,DEPT-015,2025-03-08,Reserved capacity,1300,USD,Received,Harish Patel,Dept Head
PO-01025,VEND-00076,,DEPT-017,2023-02-15,Compliance advisory,3600,USD,Received,Robin Park,Dept Head
PO-01026,VEND-00165,,DEPT-016,2024-08-12,Seat expansion QQ3,3300,USD,Closed,Harish Patel,Dept Head
PO-01027,VEND-00147,,DEPT-017,2024-02-27,Monitors and peripherals,40000,USD,Closed,Sasha Mwangi,VP
PO-01028,VEND-00200,,DEPT-020,2026-03-22,Specialist placement,5800,USD,Closed,Rafael Mendez,Dept Head
PO-01029,VEND-00169,,DEPT-016,2023-10-28,Monthly cloud consumption,22500,USD,Closed,Naomi Weiss,VP
PO-01030,VEND-00033,,DEPT-007,2025-04-27,Contracts review package,2800,USD,Received,Sasha Mwangi,Dept Head
PO-01031,VEND-00039,,DEPT-012,2025-06-02,MPLS circuits month,5700,USD,Received,Luis Ortega,Dept Head
PO-01032,VEND-00013,,DEPT-007,2026-02-04,Platform support,835000,USD,Closed,Rafael Mendez,CEO
PO-01033,VEND-00110,,DEPT-007,2026-01-09,Warehousing month,5100,USD,Closed,Tomas Kellerman,Dept Head
PO-01034,VEND-00008,CTR-0008,DEPT-016,2024-04-20,Breakroom supplies,228000,USD,Closed,Naomi Weiss,CFO
PO-01035,VEND-00067,,DEPT-020,2025-02-11,Datacenter hardware,42500,USD,Closed,Owen Marsh,VP
PO-01036,VEND-00108,,DEPT-002,2026-03-08,Ergonomics,38000,USD,Closed,Peter Chen,VP
PO-01037,VEND-00146,,DEPT-020,2024-12-15,Contracts review package,1600,USD,Open,Robin Park,Dept Head
PO-01038,VEND-00171,,DEPT-018,2023-03-14,HVAC maintenance,9500,USD,Closed,Naomi Weiss,Dept Head
PO-01039,VEND-00172,,DEPT-008,2023-02-20,Networking gear,14000,USD,Received,Jamie Chen,VP
PO-01040,VEND-00046,CTR-0034,DEPT-007,2025-08-06,Security services,1500,USD,Closed,Lena Brooks,Dept Head
PO-01041,VEND-00176,,DEPT-001,2023-09-17,Egress overage,190000,USD,Open,Lena Brooks,CFO
PO-01042,VEND-00078,,DEPT-012,2023-02-19,Annual SKO travel,3900,USD,Closed,Sasha Mwangi,Dept Head
PO-01043,VEND-00157,,DEPT-017,2024-08-10,Litigation retainer,290000,USD,Received,Hana Kobayashi,CEO
PO-01044,VEND-00021,,DEPT-004,2026-01-21,Media buy,42500,USD,Closed,Harish Patel,VP
PO-01045,VEND-00140,,DEPT-017,2023-02-12,MPLS circuits month,2000,USD,Received,Hana Kobayashi,Dept Head
PO-01046,VEND-00159,,DEPT-001,2023-02-23,Last-mile delivery,40500,USD,Closed,Lena Brooks,VP
PO-01047,VEND-00167,CTR-0063,DEPT-005,2023-11-10,Mobile fleet lines,2800,USD,Received,Tomas Kellerman,Dept Head
PO-01048,VEND-00138,,DEPT-006,2023-01-15,Annual SKO travel,21000,USD,Open,Marco Alvarez,VP
PO-01049,VEND-00010,CTR-0010,DEPT-007,2024-12-16,Process transformation SOW,7900,USD,Cancelled,Lena Brooks,Dept Head
PO-01050,VEND-00021,,DEPT-010,2026-04-07,Brand refresh SOW,3400,USD,Closed,Sasha Mwangi,Dept Head
PO-01051,VEND-00192,,DEPT-001,2024-11-30,Last-mile delivery,40000,USD,Received,Priya Raman,VP
PO-01052,VEND-00077,,DEPT-015,2023-07-12,Staff augmentation month,800,USD,Received,Marco Alvarez,Dept Head
PO-01053,VEND-00114,,DEPT-003,2025-10-29,Annual SKO travel,10500,USD,Closed,Samira Okafor,VP
PO-01054,VEND-00033,,DEPT-012,2025-08-12,Contracts review package,5800,USD,Received,Peter Chen,Dept Head
PO-01055,VEND-00167,CTR-0063,DEPT-014,2025-08-31,Mobile fleet lines,28500,USD,Closed,Naomi Weiss,VP
PO-01056,VEND-00173,CTR-0072,DEPT-017,2025-12-12,Print consumables,50000,USD,Closed,Cesar Ruiz,CFO
PO-01057,VEND-00082,,DEPT-013,2024-07-19,Contract engineer placement,139000,USD,Closed,Rafael Mendez,CFO
PO-01058,VEND-00020,,DEPT-016,2023-12-08,Annual subscription renewal,700,USD,Received,Claire Benoit,Dept Head
PO-01059,VEND-00027,,DEPT-002,2023-05-03,Print consumables,22500,USD,Closed,Hana Kobayashi,VP
PO-01060,VEND-00146,,DEPT-014,2023-05-07,Litigation retainer,5600,USD,Closed,Aditi Shah,Dept Head
PO-01061,VEND-00176,,DEPT-014,2024-11-08,Monthly cloud consumption,1800,USD,Received,Cesar Ruiz,Dept Head
PO-01062,VEND-00179,,DEPT-018,2023-02-09,Warehousing month,6800,USD,Closed,Jamie Chen,Dept Head
PO-01063,VEND-00072,,DEPT-017,2025-04-06,Landscaping,7100,USD,Open,Samira Okafor,Dept Head
PO-01064,VEND-00094,CTR-0080,DEPT-013,2023-03-04,Cleaning services month,3300,USD,Closed,Devon Parker,Dept Head
PO-01065,VEND-00189,,DEPT-017,2023-10-01,Staff augmentation month,36500,USD,Closed,Julia Hwang,VP
PO-01066,VEND-00148,CTR-0068,DEPT-006,2024-08-22,Landscaping,3600,USD,Closed,Owen Marsh,Dept Head
PO-01067,VEND-00018,,DEPT-005,2024-05-02,Staff augmentation month,1800,USD,Received,Ingrid Voss,Dept Head
PO-01068,VEND-00119,CTR-0049,DEPT-011,2024-06-22,Conference travel,44000,USD,Received,Naomi Weiss,VP
PO-01069,VEND-00002,CTR-0002,DEPT-014,2024-06-19,Seat expansion QQ2,4600,USD,Received,Devon Parker,Dept Head
PO-01070,VEND-00039,,DEPT-008,2023-12-23,Mobile fleet lines,3300,USD,Open,Marco Alvarez,Dept Head
PO-01071,VEND-00006,CTR-0006,DEPT-015,2024-10-25,Campaign retainer,95000,USD,Received,Rafael Mendez,CFO
PO-01072,VEND-00200,,DEPT-004,2024-03-15,Specialist placement,67000,USD,Open,Marco Alvarez,CFO
PO-01073,VEND-00181,,DEPT-012,2023-09-27,Seat expansion QQ4,450000,USD,Closed,Cesar Ruiz,CEO
PO-01074,VEND-00053,,DEPT-001,2024-10-20,Creative production,5100,USD,Received,Luis Ortega,Dept Head
PO-01075,VEND-00021,,DEPT-004,2023-10-12,Campaign retainer,5300,USD,Received,Cesar Ruiz,Dept Head
PO-01076,VEND-00098,,DEPT-011,2024-10-29,IP counsel hours,139000,USD,Open,Naomi Weiss,CFO
PO-01077,VEND-00078,,DEPT-016,2025-04-23,Annual SKO travel,5400,USD,Closed,Hana Kobayashi,Dept Head
PO-01078,VEND-00154,,DEPT-010,2025-07-07,Corporate travel management fee,6400,USD,Closed,Claire Benoit,Dept Head
PO-01079,VEND-00059,CTR-0019,DEPT-015,2024-04-03,Annual subscription renewal,12000,USD,Closed,Alex Rivera,VP
PO-01080,VEND-00016,,DEPT-005,2025-12-07,Laptop refresh batch,8500,USD,Open,Samira Okafor,Dept Head
PO-01081,VEND-00123,CTR-0048,DEPT-007,2025-05-12,HVAC maintenance,3500,USD,Closed,Quinn Reyes,Dept Head
PO-01082,VEND-00047,,DEPT-011,2023-08-26,Implementation sprint,6300,USD,Received,Aditi Shah,Dept Head
PO-01083,VEND-00075,,DEPT-020,2024-09-03,Conference travel,210000,USD,Open,Sasha Mwangi,CFO
PO-01084,VEND-00165,,DEPT-012,2023-06-18,Annual subscription renewal,8500,USD,Open,Quinn Reyes,Dept Head
PO-01085,VEND-00111,,DEPT-014,2024-02-28,Assessment phase,118000,USD,Open,Derek Yoon,CFO
PO-01086,VEND-00007,,DEPT-018,2026-04-18,Mobile fleet lines,6900,USD,Received,Claire Benoit,Dept Head
PO-01087,VEND-00032,CTR-0045,DEPT-010,2026-03-24,Staff augmentation month,10500,USD,Received,Devon Parker,VP
PO-01088,VEND-00129,,DEPT-001,2024-10-05,Breakroom supplies,1400,USD,Closed,Alex Rivera,Dept Head
PO-01089,VEND-00140,,DEPT-013,2025-09-26,Mobile fleet lines,7300,USD,Received,Devon Parker,Dept Head
PO-01090,VEND-00030,,DEPT-019,2024-06-11,Landscaping,35500,USD,Received,Jamie Chen,VP
PO-01091,VEND-00087,,DEPT-019,2023-07-20,IP counsel hours,42500,USD,Cancelled,Rafael Mendez,VP
PO-01092,VEND-00166,,DEPT-018,2024-11-02,Security services,16000,USD,Closed,Quinn Reyes,VP
PO-01093,VEND-00165,,DEPT-004,2023-04-18,Seat expansion QQ3,38500,USD,Received,Aditi Shah,VP
PO-01094,VEND-00088,,DEPT-005,2025-09-16,Breakroom supplies,128000,USD,Closed,Ingrid Voss,CFO
PO-01095,VEND-00139,,DEPT-003,2023-03-12,HVAC maintenance,7100,USD,Received,Julia Hwang,Dept Head
PO-01096,VEND-00002,,DEPT-018,2023-10-20,Annual subscription renewal,4000,USD,Closed,Samira Okafor,Dept Head
PO-01097,VEND-00167,,DEPT-005,2025-10-01,Toll-free services,3700,USD,Open,Tomas Kellerman,Dept Head
PO-01098,VEND-00141,,DEPT-015,2023-01-22,HVAC maintenance,5500,USD,Open,Harish Patel,Dept Head
PO-01099,VEND-00175,,DEPT-002,2025-12-13,Datacenter hardware,36000,USD,Received,Rafael Mendez,VP
PO-01100,VEND-00111,,DEPT-014,2024-02-28,Process transformation SOW,41000,USD,Closed,Ingrid Voss,VP
PO-01101,VEND-00167,,DEPT-001,2025-07-08,Toll-free services,3500,USD,Closed,Priya Raman,Dept Head
PO-01102,VEND-00087,,DEPT-015,2026-02-01,Litigation retainer,180000,USD,Closed,Claire Benoit,CFO
PO-01103,VEND-00108,,DEPT-005,2026-02-27,Quarterly office supplies replen,7500,USD,Closed,Marco Alvarez,Dept Head
PO-01104,VEND-00155,,DEPT-003,2025-08-03,Print consumables,11000,USD,Received,Ingrid Voss,VP
PO-01105,VEND-00100,,DEPT-006,2024-01-05,Compliance advisory,1400,USD,Open,Sasha Mwangi,Dept Head
PO-01106,VEND-00068,,DEPT-018,2023-03-18,Specialist placement,50000,USD,Received,Naomi Weiss,CFO
PO-01107,VEND-00022,CTR-0020,DEPT-019,2023-12-16,Contracts review package,900,USD,Open,Sasha Mwangi,Dept Head
PO-01108,VEND-00062,,DEPT-003,2023-05-20,Laptop refresh batch,2300,USD,Cancelled,Luis Ortega,Dept Head
PO-01109,VEND-00168,,DEPT-007,2025-03-29,Temp-to-hire fee,3200,USD,Closed,Owen Marsh,Dept Head
PO-01110,VEND-00125,,DEPT-009,2024-10-16,Process transformation SOW,7800,USD,Closed,Robin Park,Dept Head
PO-01111,VEND-00030,,DEPT-020,2025-07-12,HVAC maintenance,32000,USD,Closed,Julia Hwang,VP
PO-01112,VEND-00176,,DEPT-016,2023-11-19,Monthly cloud consumption,800,USD,Received,Lena Brooks,Dept Head
PO-01113,VEND-00172,,DEPT-016,2026-03-24,Laptop refresh batch,15000,USD,Received,Naomi Weiss,VP
PO-01114,VEND-00153,,DEPT-004,2024-04-24,Temp-to-hire fee,28500,USD,Received,Peter Chen,VP
PO-01115,VEND-00083,,DEPT-009,2024-11-10,Monthly cloud consumption,5300,USD,Cancelled,Peter Chen,Dept Head
PO-01116,VEND-00195,,DEPT-002,2026-04-19,Mobile fleet lines,65000,USD,Closed,Tomas Kellerman,CFO
PO-01117,VEND-00147,CTR-0030,DEPT-014,2023-12-05,Monitors and peripherals,37500,USD,Received,Priya Raman,VP
PO-01118,VEND-00195,,DEPT-018,2025-01-30,Mobile fleet lines,38500,USD,Closed,Claire Benoit,VP
PO-01119,VEND-00171,,DEPT-004,2024-03-13,Security services,7500,USD,Cancelled,Derek Yoon,Dept Head
PO-01120,VEND-00021,,DEPT-014,2026-03-12,Creative production,23000,USD,Open,Peter Chen,VP
PO-01121,VEND-00034,CTR-0032,DEPT-017,2025-05-26,Assessment phase,5200,USD,Open,Peter Chen,Dept Head
PO-01122,VEND-00033,,DEPT-014,2024-08-30,IP counsel hours,1400,USD,Closed,Robin Park,Dept Head
PO-01123,VEND-00010,CTR-0010,DEPT-015,2026-02-16,Implementation sprint,222000,USD,Closed,Samira Okafor,CFO
PO-01124,VEND-00053,,DEPT-017,2023-09-12,Brand refresh SOW,420000,USD,Closed,Julia Hwang,CEO
PO-01125,VEND-00032,CTR-0045,DEPT-013,2023-03-19,Contract engineer placement,229000,USD,Received,Samira Okafor,CFO
PO-01126,VEND-00170,,DEPT-002,2023-01-24,Breakroom supplies,29500,USD,Closed,Samira Okafor,VP
PO-01127,VEND-00061,,DEPT-020,2026-04-02,Mobile fleet lines,18000,USD,Closed,Owen Marsh,VP
PO-01128,VEND-00079,,DEPT-019,2024-05-12,Ergonomics,7500,USD,Received,Claire Benoit,Dept Head
PO-01129,VEND-00173,CTR-0072,DEPT-017,2025-12-14,Ergonomics,4100,USD,Open,Alex Rivera,Dept Head
PO-01130,VEND-00042,CTR-0057,DEPT-001,2025-04-18,Creative production,2800,USD,Cancelled,Claire Benoit,Dept Head
PO-01131,VEND-00158,,DEPT-016,2023-07-15,Warehousing month,42000,USD,Closed,Claire Benoit,VP
PO-01132,VEND-00080,,DEPT-017,2025-11-24,Customs clearance,3100,USD,Closed,Owen Marsh,Dept Head
PO-01133,VEND-00179,,DEPT-008,2024-06-30,Customs clearance,7600,USD,Open,Marco Alvarez,Dept Head
PO-01134,VEND-00013,CTR-0013,DEPT-018,2025-11-29,Seat expansion QQ1,30500,USD,Received,Alex Rivera,VP
PO-01135,VEND-00033,,DEPT-011,2025-07-05,Compliance advisory,4600,USD,Closed,Hana Kobayashi,Dept Head
PO-01136,VEND-00014,,DEPT-007,2025-06-22,DR storage tier,2600,USD,Closed,Robin Park,Dept Head
PO-01137,VEND-00046,,DEPT-005,2025-12-06,Landscaping,23000,USD,Cancelled,Peter Chen,VP
PO-01138,VEND-00015,,DEPT-001,2025-12-03,Media buy,8000,USD,Received,Devon Parker,Dept Head
PO-01139,VEND-00183,,DEPT-011,2025-05-22,Ergonomics,214000,USD,Closed,Luis Ortega,CFO
PO-01140,VEND-00129,CTR-0073,DEPT-004,2023-09-21,Quarterly office supplies replen,7800,USD,Closed,Rafael Mendez,Dept Head
PO-01141,VEND-00082,,DEPT-018,2024-12-09,Contract engineer placement,1200,USD,Received,Quinn Reyes,Dept Head
PO-01142,VEND-00101,,DEPT-001,2025-10-29,DR storage tier,900,USD,Received,Quinn Reyes,Dept Head
PO-01143,VEND-00006,CTR-0006,DEPT-014,2025-03-08,Creative production,22500,USD,Received,Rafael Mendez,VP
PO-01144,VEND-00182,,DEPT-011,2024-03-21,Customs clearance,23500,USD,Open,Luis Ortega,VP
PO-01145,VEND-00067,,DEPT-014,2025-04-18,Datacenter hardware,6900,USD,Closed,Derek Yoon,Dept Head
PO-01146,VEND-00020,,DEPT-001,2024-05-08,Seat expansion QQ4,1100,USD,Closed,Harish Patel,Dept Head
PO-01147,VEND-00016,,DEPT-014,2024-03-24,Laptop refresh batch,4800,USD,Closed,Luis Ortega,Dept Head
PO-01148,VEND-00109,CTR-0033,DEPT-019,2024-12-14,Advisory engagement,46000,USD,Closed,Alex Rivera,VP
PO-01149,VEND-00080,,DEPT-020,2024-01-22,Freight LTL lane,3500,USD,Closed,Rafael Mendez,Dept Head
PO-01150,VEND-00011,CTR-0011,DEPT-003,2023-05-17,HVAC maintenance,840000,USD,Cancelled,Peter Chen,CEO
PO-01151,VEND-00098,,DEPT-004,2025-12-20,Litigation retainer,5200,USD,Closed,Julia Hwang,Dept Head
PO-01152,VEND-00026,,DEPT-015,2023-09-20,Implementation sprint,66000,USD,Received,Sasha Mwangi,CFO
PO-01153,VEND-00167,,DEPT-015,2023-07-22,MPLS circuits month,1600,USD,Received,Harish Patel,Dept Head
PO-01154,VEND-00142,CTR-0044,DEPT-016,2024-02-07,Corporate travel management fee,6000,USD,Closed,Priya Raman,Dept Head
PO-01155,VEND-00110,,DEPT-011,2023-11-07,Warehousing month,46000,USD,Closed,Peter Chen,VP
PO-01156,VEND-00151,,DEPT-010,2024-04-08,Litigation retainer,34000,USD,Open,Priya Raman,VP
PO-01157,VEND-00157,,DEPT-006,2025-06-05,Contracts review package,7300,USD,Received,Jamie Chen,Dept Head
PO-01158,VEND-00074,CTR-0024,DEPT-020,2025-03-15,Add-on modules,38000,USD,Open,Sasha Mwangi,VP
PO-01159,VEND-00072,,DEPT-001,2026-02-07,Landscaping,29000,USD,Closed,Derek Yoon,VP
PO-01160,VEND-00051,,DEPT-003,2025-01-25,DR storage tier,5800,USD,Received,Robin Park,Dept Head
PO-01161,VEND-00103,,DEPT-011,2024-08-01,Events travel block,6900,USD,Received,Rafael Mendez,Dept Head
PO-01162,VEND-00029,,DEPT-011,2024-01-13,Implementation sprint,3100,USD,Closed,Tomas Kellerman,Dept Head
PO-01163,VEND-00168,,DEPT-003,2026-04-14,Staff augmentation month,38500,USD,Closed,Aditi Shah,VP
PO-01164,VEND-00027,,DEPT-001,2024-08-17,Ergonomics,22000,USD,Closed,Lena Brooks,VP
PO-01165,VEND-00012,CTR-0012,DEPT-003,2023-05-02,Conference travel,1400,USD,Received,Devon Parker,Dept Head
PO-01166,VEND-00188,,DEPT-013,2023-07-20,Implementation sprint,1100,USD,Received,Robin Park,Dept Head
PO-01167,VEND-00127,CTR-0055,DEPT-013,2023-03-01,Implementation sprint,211000,USD,Received,Peter Chen,CFO
PO-01168,VEND-00026,,DEPT-011,2026-04-11,Advisory engagement,900,USD,Closed,Robin Park,Dept Head
PO-01169,VEND-00011,CTR-0011,DEPT-007,2024-10-11,Cleaning services month,6200,USD,Open,Robin Park,Dept Head
PO-01170,VEND-00143,,DEPT-004,2025-09-02,Brand refresh SOW,2600,USD,Open,Tomas Kellerman,Dept Head
PO-01171,VEND-00133,CTR-0046,DEPT-010,2025-09-06,Freight LTL lane,2600,USD,Closed,Lena Brooks,Dept Head
PO-01172,VEND-00173,CTR-0072,DEPT-003,2025-10-13,Breakroom supplies,51000,USD,Closed,Devon Parker,CFO
PO-01173,VEND-00045,CTR-0039,DEPT-012,2025-06-11,Campaign retainer,925000,USD,Cancelled,Rafael Mendez,CEO
PO-01174,VEND-00078,,DEPT-016,2024-08-03,Corporate travel management fee,1100,USD,Open,Ingrid Voss,Dept Head
PO-01175,VEND-00116,,DEPT-017,2025-06-03,Cleaning services month,7600,USD,Closed,Marco Alvarez,Dept Head
PO-01176,VEND-00111,,DEPT-001,2024-03-04,Assessment phase,48500,USD,Open,Sasha Mwangi,VP
PO-01177,VEND-00151,,DEPT-007,2025-06-05,Contracts review package,16000,USD,Closed,Robin Park,VP
PO-01178,VEND-00127,,DEPT-019,2023-03-22,Advisory engagement,1700,USD,Open,Alex Rivera,Dept Head
PO-01179,VEND-00142,,DEPT-003,2023-04-24,Conference travel,4300,USD,Closed,Derek Yoon,Dept Head
PO-01180,VEND-00046,CTR-0034,DEPT-006,2025-09-29,HVAC maintenance,41500,USD,Closed,Peter Chen,VP
PO-01181,VEND-00147,CTR-0030,DEPT-004,2023-04-21,Monitors and peripherals,5600,USD,Open,Derek Yoon,Dept Head
PO-01182,VEND-00066,,DEPT-008,2023-07-20,Contract engineer placement,7400,USD,Received,Harish Patel,Dept Head
PO-01183,VEND-00076,,DEPT-018,2024-09-20,IP counsel hours,7800,USD,Open,Claire Benoit,Dept Head
PO-01184,VEND-00001,,DEPT-014,2025-12-12,Egress overage,545000,USD,Received,Aditi Shah,CEO
PO-01185,VEND-00065,,DEPT-001,2023-02-22,Last-mile delivery,80000,USD,Open,Alex Rivera,CFO
PO-01186,VEND-00053,,DEPT-012,2024-07-19,Media buy,1800,USD,Received,Rafael Mendez,Dept Head
PO-01187,VEND-00008,CTR-0008,DEPT-001,2025-06-03,Breakroom supplies,13000,USD,Closed,Marco Alvarez,VP
PO-01188,VEND-00101,,DEPT-020,2024-09-30,DR storage tier,5100,USD,Closed,Alex Rivera,Dept Head
PO-01189,VEND-00188,,DEPT-020,2025-06-26,Process transformation SOW,4400,USD,Closed,Jamie Chen,Dept Head
PO-01190,VEND-00167,CTR-0063,DEPT-009,2025-05-17,Mobile fleet lines,4400,USD,Cancelled,Samira Okafor,Dept Head
PO-01191,VEND-00089,,DEPT-002,2025-02-03,Events travel block,4800,USD,Received,Aditi Shah,Dept Head
PO-01192,VEND-00172,,DEPT-020,2026-02-24,Datacenter hardware,231000,USD,Closed,Hana Kobayashi,CFO
PO-01193,VEND-00128,,DEPT-007,2024-07-07,Annual subscription renewal,2100,USD,Received,Lena Brooks,Dept Head
PO-01194,VEND-00113,,DEPT-018,2024-09-23,Litigation retainer,36000,USD,Closed,Harish Patel,VP
PO-01195,VEND-00025,CTR-0067,DEPT-012,2025-05-06,Annual subscription renewal,177000,USD,Closed,Claire Benoit,CFO
PO-01196,VEND-00014,CTR-0014,DEPT-020,2024-04-25,Monthly cloud consumption,2100,USD,Closed,Devon Parker,Dept Head
PO-01197,VEND-00087,,DEPT-020,2025-10-01,IP counsel hours,37000,USD,Closed,Peter Chen,VP
PO-01198,VEND-00052,,DEPT-005,2025-07-23,Monthly cloud consumption,47000,USD,Closed,Aditi Shah,VP
PO-01199,VEND-00004,,DEPT-002,2025-10-19,IP counsel hours,2400,USD,Closed,Hana Kobayashi,Dept Head
PO-01200,VEND-00138,,DEPT-019,2023-03-12,Corporate travel management fee,36500,USD,Received,Ingrid Voss,VP
PO-01201,VEND-00029,,DEPT-013,2023-03-16,Process transformation SOW,3200,USD,Closed,Devon Parker,Dept Head
PO-01202,VEND-00146,,DEPT-005,2023-09-20,Compliance advisory,500,USD,Closed,Marco Alvarez,Dept Head
PO-01203,VEND-00040,,DEPT-001,2026-04-16,DR storage tier,31500,USD,Received,Owen Marsh,VP
PO-01204,VEND-00174,,DEPT-002,2023-06-04,Assessment phase,7600,USD,Received,Lena Brooks,Dept Head
PO-01205,VEND-00123,CTR-0048,DEPT-018,2023-03-06,Security services,29000,USD,Cancelled,Tomas Kellerman,VP
PO-01206,VEND-00133,CTR-0046,DEPT-005,2024-02-03,Warehousing month,740000,USD,Closed,Tomas Kellerman,CEO
PO-01207,VEND-00144,,DEPT-005,2024-10-02,Advisory engagement,5000,USD,Closed,Tomas Kellerman,Dept Head
PO-01208,VEND-00010,CTR-0010,DEPT-017,2024-05-25,Implementation sprint,44000,USD,Closed,Robin Park,VP
